Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
60.0,20.13,,Mikhail ABRAMCHUK,22 SEP 1992,BLR,2,,Minsk (BLR),20 JUL 2018,1129.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14456830,toplist
60.0,20.13,,Kristo GALETA,09 APR 1983,EST,1,,Lihula (EST),04 AUG 2018,1129.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14164632,toplist
62.0,20.12,,Carlos TOBALINA,02 AUG 1985,ESP,1,,Valencia (ESP) (i),27 JAN 2018,1128.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14164861,toplist
63.0,20.07,,Leonardo FABBRI,15 APR 1997,ITA,3,,Leiria (POR),14 JUL 2018,1125.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14567432,toplist
64.0,20.06,,Kord FERGUSON,16 SEP 1995,USA,2,,"College Station, TX (USA) (i)",25 FEB 2018,1124.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14654437,toplist
65.0,20.04,,Konstantin LYADUSOV,02 MAR 1988,RUS,3,,Kazan (RUS),20 JUL 2018,1123.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14223069,toplist
66.0,20.01,,Nikita ZHIDKOV,29 FEB 1988,RUS,1,,Moskva (RUS),21 JUN 2018,1121.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14224680,toplist
67.0,19.99,,Kemal MEŠIĆ,04 AUG 1985,BIH,1,,Pljevlja (YUG),01 JUL 2018,1120.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14177063,toplist
68.0,19.95,,Mehrdelan SHAHIN,21 JUN 1995,IRI,1,,Tehran (IRI),01 AUG 2018,1118.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14549280,toplist
69.0,19.94,,Blaž ZUPANČIČ,06 APR 1995,SLO,1,,Ljubljana (SLO),25 JUL 2018,1117.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14427284,toplist
70.0,19.93,,Tomaš ĐUROVIĆ,14 FEB 1994,MNE,3,,Bar (MNE),01 MAY 2018,1117.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14469837,toplist
71.0,19.91,,Simon BAYER,23 NOV 1995,GER,1,,Erding (GER),24 JUN 2018,1116.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14481084,toplist
72.0,19.9,,Arttu KANGAS,13 JUL 1993,FIN,1,,Helsinki (FIN) (i),18 FEB 2018,1115.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14405499,toplist
72.0,19.9,,Jordan YOUNG,21 JUN 1993,CAN,2,,"Charlottesville, VA (USA)",04 MAY 2018,1115.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14375324,toplist
74.0,19.89,,J.C. MURASKY,06 FEB 1993,USA,1,,"Chula Vista, CA (USA)",09 JUN 2018,1114.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14513427,toplist
75.0,19.87,,Uziel MUÑOZ,08 SEP 1995,MEX,4,,Barranquilla (COL),30 JUL 2018,1113.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14593049,toplist
76.0,19.85,,Welington MORAIS,06 SEP 1996,BRA,1,,Cuenca (ECU),29 SEP 2018,1112.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14543298,toplist
77.0,19.82,,Marcus THOMSEN,07 JAN 1998,NOR,1,,Byrkjelo (NOR),19 AUG 2018,1110.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14593954,toplist
78.0,19.81,,Ivan IVANOV,03 JAN 1992,KAZ,1,,Ust-Kamenogorsk (KAZ) (i),11 JAN 2018,1110.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14375337,toplist
79.0,19.8,,McKay JOHNSON,15 APR 1998,USA,2,,"Palo Alto, CA (USA)",31 MAR 2018,1109.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14783461,toplist
79.0,19.8,,Patrick CRONIE-VAN DER EIJK,05 NOV 1989,NED,2,,Heusden-Zolder (BEL),21 JUL 2018,1109.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14213767,toplist
81.0,19.79,,Coy BLAIR,10 JUN 1994,USA,2,,"Ashland, OH (USA)",28 APR 2018,1108.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14468568,toplist
81.0,19.79,,Jordan WEST,27 JUN 1999,USA,3,,"Knoxville, TN (USA)",12 MAY 2018,1108.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14708293,toplist
81.0,19.79,,T'Mond JOHNSON,29 JUL 1997,USA,1,,"San Marcos, TX (USA)",12 MAY 2018,1108.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14716314,toplist
84.0,19.73,,Tobias DAHM,23 MAY 1987,GER,1,,Rechberghausen (GER),03 JUN 2018,1105.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14191800,toplist
85.0,19.71,,Sebastiano BIANCHETTI,20 JAN 1996,ITA,4,,Tarragona (ESP),27 JUN 2018,1104.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14507933,toplist
86.0,19.7,,Viktor SAMOLYUK,05 SEP 1986,UKR,2,,Kamianets Podilskyi (UKR),27 APR 2018,1103.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14230519,toplist
87.0,19.66,,Noah CASTLE,,USA,6q,,"Tampa, FL (USA)",26 MAY 2018,1101.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14734111,toplist
88.0,19.64,,Dennis LEWKE,23 JUL 1993,GER,4f1,,Halle (GER),26 MAY 2018,1099.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14376015,toplist
89.0,19.62,,Nick PONZIO,04 JAN 1995,USA,1,,"Seattle, WA (USA) (i)",24 FEB 2018,1098.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14521979,toplist
89.0,19.62,,Jan Josef JEUSCHEDE,23 APR 1993,GER,7,,Thum (GER),17 AUG 2018,1098.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14429739,toplist
91.0,19.61,,Marius Constantin MUSTEAȚĂ,11 JAN 1997,ROU,2,,Cluj-Napoca (ROU),02 JUN 2018,1098.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14573627,toplist
91.0,19.61,,Grant CARTWRIGHT,19 NOV 1994,USA,11,,"Eugene, OR (USA)",06 JUN 2018,1098.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14639593,toplist
91.0,19.61,,Willian DOURADO,06 JAN 1994,BRA,2,,Bragança Paulista (BRA),15 SEP 2018,1098.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14497005,toplist
94.0,19.59,,Kyriakos ZOTOS,17 JAN 1996,GRE,2,,Pireaus (GRE) (i),10 FEB 2018,1096.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14535437,toplist
95.0,19.57,,Naveen CHIKARA,14 DEC 1996,IND,2,,Patiala (IND),06 MAR 2018,1095.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14751362,toplist
96.0,19.56,,Martin NOVÁK,05 OCT 1992,CZE,2,,Praha (CZE) (i),18 FEB 2018,1095.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14382154,toplist
96.0,19.56,,Saurabh VIJ,14 JUN 1987,IND,1,,Kochi (JPN),15 MAY 2018,1095.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14198530,toplist
98.0,19.55,,Demyan SESKIN,04 AUG 1997,RUS,1,,St. Petersburg (RUS),21 JUN 2018,1094.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14576013,toplist
99.0,19.54,,Mario COTA,11 SEP 1990,MEX,1,,Ciudad de México (MEX),31 MAR 2018,1093.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14940610,toplist
100.0,19.52,,Giorgi MUJARIDZE,22 MAR 1998,GEO,1,,Schaan (LIE),09 JUN 2018,1092.0,men_SP,2018,https://worldathletics.org/athletes/athlete=14595829,toplist
1.0,22.91,,Joe KOVACS,28 JUN 1989,USA,1,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1295.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14243308,toplist
2.0,22.9,,Ryan CROUSER,18 DEC 1992,USA,2,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1294.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14369211,toplist
2.0,22.9,,Tom WALSH,01 MAR 1992,NZL,3,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1294.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14413007,toplist
4.0,22.61,,Darlan ROMANI,09 APR 1991,BRA,1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1277.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14377465,toplist
5.0,22.35,,Darrell HILL,17 AUG 1993,USA,1,,"Dinamo National Olympic Stadium, Minsk (BLR)",09 SEP 2019,1261.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14463877,toplist
6.0,22.32,,Michał HARATYK,10 APR 1992,POL,1,,Warszawa (POL),28 JUL 2019,1260.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14471190,toplist
7.0,22.25,,Konrad BUKOWIECKI,17 MAR 1997,POL,1,,"Stadion Śląski, Chorzów (POL)",14 SEP 2019,1255.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14500229,toplist
8.0,22.22,,Bob BERTEMES,24 MAY 1993,LUX,1,,Luxembourg (LUX),04 AUG 2019,1254.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14558608,toplist
9.0,21.84,,Filip MIHALJEVIĆ,31 JUL 1994,CRO,1,,Slovenska Bistrica (SLO),25 MAY 2019,1231.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14523988,toplist
10.0,21.81,,Payton OTTERDAHL,02 APR 1996,USA,1,,"Brookings, SD (USA) (i)",23 FEB 2019,1229.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14674710,toplist
11.0,21.8,,Chukwuebuka ENEKWECHI,28 JAN 1993,NGR,1,,Schifflange (LUX),18 AUG 2019,1228.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14463876,toplist
12.0,21.67,,Tomáš STANĚK,13 JUN 1991,CZE,1,,Domažlice (CZE),01 SEP 2019,1221.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14379859,toplist
13.0,21.63,,Jonathan JONES,23 APR 1991,USA,3,,"Chula Vista, CA (USA)",13 JUL 2019,1218.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14460417,toplist
14.0,21.59,,Jordan GEIST,21 JUL 1998,USA,1,,"La Jolla, CA (USA)",13 APR 2019,1216.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14713125,toplist
15.0,21.54,,David STORL,27 JUL 1990,GER,2,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1213.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14194393,toplist
16.0,21.51,,Orazio CREMONA,01 JUL 1989,RSA,1,,Germiston (RSA),27 APR 2019,1211.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14325970,toplist
16.0,21.51,,Armin SINANČEVIĆ,14 AUG 1996,SRB,3q1,,"Khalifa International Stadium, Doha (QAT)",03 OCT 2019,1211.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14709517,toplist
18.0,21.48,,Mesud PEZER,27 AUG 1994,BIH,1,,Växjö (SWE),13 AUG 2019,1209.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14409892,toplist
19.0,21.47,,Eldred HENRY,18 SEP 1994,IVB,1,,"Kingsville, TX (USA)",25 MAY 2019,1209.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14532571,toplist
19.0,21.47,,Jacko GILL,20 DEC 1994,NZL,1f1,,"Městský stadion, Ústí nad Labem (CZE)",12 SEP 2019,1209.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14382701,toplist
21.0,21.18,,Tim NEDOW,16 OCT 1990,CAN,3,,"Long Beach, CA (USA)",20 APR 2019,1191.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14364723,toplist
22.0,21.15,,Andrew LISKOWITZ,22 MAY 1997,USA,1,,"Ann Arbor, MI (USA)",29 JUN 2019,1190.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14720829,toplist
23.0,21.13,,Josh AWOTUNDE,12 JUN 1995,USA,1,,"Los Angeles, CA (USA)",13 APR 2019,1188.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14522818,toplist
23.0,21.13,,David PLESS,19 NOV 1990,USA,1,,"Ashland, OH (USA)",20 JUN 2019,1188.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14458703,toplist
25.0,21.11,,Adrian PIPERI,20 JAN 1999,USA,1,,"Austin, TX (USA)",05 JUN 2019,1187.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14713124,toplist
26.0,21.08,,Mostafa Amr HASSAN,16 DEC 1995,EGY,1,,El Maadi (EGY),14 MAR 2019,1185.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14643432,toplist
27.0,21.06,,Curtis JENSEN,01 NOV 1990,USA,1,,"Minneapolis, MN (USA)",16 JUL 2019,1184.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14418959,toplist
27.0,21.06,,Asmir KOLAŠINAC,15 OCT 1984,SRB,1,,"Atletska dvorana, Beograd (SRB) (i)",28 DEC 2019,1184.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14225338,toplist
29.0,21.05,,Dotun OGUNDEJI,24 FEB 1996,USA,2,,"Los Angeles, CA (USA)",13 APR 2019,1184.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14654440,toplist
30.0,20.99,,Jakub SZYSZKOWSKI,21 AUG 1991,POL,1,,Łódź (POL),25 MAY 2019,1180.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14374534,toplist
30.0,20.99,,Leonardo FABBRI,15 APR 1997,ITA,1,,Vicenza (ITA),19 JUL 2019,1180.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14567432,toplist
32.0,20.97,,Francisco BELO,27 MAR 1991,POR,4,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1179.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14380784,toplist
33.0,20.96,,Aleksandr LESNOY,28 JUL 1988,ANA,1,,Sochi (RUS),06 SEP 2019,1178.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14363684,toplist
34.0,20.95,,Ivan IVANOV,03 JAN 1992,KAZ,1,,Almaty (KAZ),26 JUL 2019,1178.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14375337,toplist
35.0,20.93,,O'Dayne RICHARDS,14 DEC 1988,JAM,6,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1176.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14329696,toplist
36.0,20.92,,Tajinderpal Singh TOOR,13 NOV 1994,IND,1,,Ranchi (IND),12 OCT 2019,1176.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14624702,toplist
37.0,20.86,,Uziel MUÑOZ,08 SEP 1995,MEX,1,,Chihuahua (MEX),31 MAY 2019,1172.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14593049,toplist
38.0,20.85,,Mohamed KHALIFA,30 AUG 1996,EGY,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",27 AUG 2019,1172.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14579484,toplist
39.0,20.83,,Kemal MEŠIĆ,04 AUG 1985,BIH,1,,Sarajevo (BIH),15 JUN 2019,1170.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14177063,toplist
40.0,20.82,,Denzel COMENENTIA,25 NOV 1995,NED,4f1,,"Tucson, AZ (USA)",18 MAY 2019,1170.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14482227,toplist
41.0,20.81,,Andrei Marius GAG,27 APR 1991,ROU,1,,Bacãu (ROU) (i),26 JAN 2019,1169.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14219308,toplist
41.0,20.81,,Turner WASHINGTON,10 FEB 1999,USA,1,,"Tempe, AZ (USA)",23 MAR 2019,1169.0,men_SP,2019,https://worldathletics.org/athletes/athlete=14754926,toplist
