Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year
16,48.10,,Bassem HEMEIDA,28 MAR 2000,QAT,1,,"Štadión SNP, Banská Bystrica (SVK)",21 JUL 2026,1226,men_400h,2026
16,48.10,,Fyodor IVANOV,20 MAY 2002,RUS,1,,"Kalininets Stadium, Yekaterinburg (RUS)",25 JUL 2026,1226,men_400h,2026
18,48.11,,Jesús David DELGADO,17 JUN 1999,ESP,2,,"Mestský Stadion, Ostrava (CZE)",16 JUN 2026,1226,men_400h,2026
18,48.11,,Carl BENGTSTRÖM,13 JAN 2000,SWE,1f1,,"Sola Arena, Karlstad (SWE)",08 JUL 2026,1226,men_400h,2026
20,48.16,,İsmail NEZIR,22 JAN 2003,TUR,3sf3,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1223,men_400h,2026
21,48.22,,Ja'qualon SCOTT,02 AUG 2001,USA,1f2,,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2026,1220,men_400h,2026
22,48.26,,Kody BLACKWOOD,31 DEC 2003,USA,1f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",16 MAY 2026,1218,men_400h,2026
23,48.29,,Assinie WILSON,10 APR 2002,JAM,1f1,,"National Stadium, Kingston (JAM)",21 MAR 2026,1216,men_400h,2026
24,48.32,,Kemorena TISANG,25 APR 1995,BOT,1,,"Golęcin Stadion, Poznan (POL)",28 JUN 2026,1215,men_400h,2026
25,48.35,,Kazuki KUROKAWA,17 JUN 2001,JPN,1f3,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1213,men_400h,2026
26,48.37,,Dennick LUKE,28 JAN 2001,DMA,2f1,,"National Stadium, Kingston (JAM)",21 MAR 2026,1212,men_400h,2026
27,48.44,,Alessandro SIBILIO,27 APR 1999,ITA,2sf2,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1209,men_400h,2026
28,48.49,,Clement DUCOS,04 MAR 2001,FRA,5,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1206,men_400h,2026
29,48.53,,Alastair CHALMERS,31 MAR 2000,GBR,2,,"Paavo Nurmen Stadion, Turku (FIN)",03 JUN 2026,1204,men_400h,2026
29,48.53,,Jake MINSHULL,11 OCT 2004,GBR,3f1,,"Sola Arena, Karlstad (SWE)",08 JUL 2026,1204,men_400h,2026
29,48.53,,James SMITH II,22 MAY 2000,USA,2,,"Icahn Stadium, New York, NY (USA)",26 JUL 2026,1204,men_400h,2026
32,48.55,,Kaito TSUTSUE,02 JUL 1998,JPN,2f3,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1203,men_400h,2026
33,48.56,,Berke AKÇAM,10 APR 2002,TUR,4sf1,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1203,men_400h,2026
34,48.58,,CJ ALLEN,14 FEB 1995,USA,6,,"Cushing Stadium, College Station, TX (USA)",06 JUN 2026,1202,men_400h,2026
35,48.59,,Ismail MANYANI,28 MAY 2000,MAR,1f1,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1201,men_400h,2026
35,48.59,,Michal RADA,25 MAY 2007,CZE,1,,"Hayward Field, Eugene, OR (USA)",09 AUG 2026,1201,men_400h,2026
37,48.64,,Matodzi NDOU,19 MAR 2007,RSA,1,,"Germiston Stadium, Johannesburg (RSA)",28 MAR 2026,1198,men_400h,2026
38,48.68,,Xinfeng XU,17 MAR 2005,CHN,1,,"Sport Development Center Stadium, Ordos (CHN)",11 JUL 2026,1196,men_400h,2026
39,48.71,,Isaiah TAYLOR,,USA,1h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1195,men_400h,2026
39,48.71,,Seamus DERBYSHIRE,27 JAN 2000,GBR,2f1,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2026,1195,men_400h,2026
41,48.73,,Francisco Guilherme DOS REIS VIANA,14 DEC 1999,BRA,1,,"COTP Stadium, São Paulo (BRA)",28 MAR 2026,1194,men_400h,2026
42,48.75,,Mohamed ADOINI,,TUN,2f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",16 MAY 2026,1193,men_400h,2026
42,48.75,,Reyte RASH,,USA,4,,"Icahn Stadium, New York, NY (USA)",26 JUL 2026,1193,men_400h,2026
44,48.76,,Daiki OGAWA,17 APR 2003,JPN,3f3,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1192,men_400h,2026
44,48.76,,Gerald DRUMMOND,05 SEP 1994,CRC,2,,"Alfonso Galvis Duque Stadium, Medellín (COL)",27 JUN 2026,1192,men_400h,2026
46,48.77,,Chung-Wei LIN,03 FEB 2004,TPE,4f3,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1192,men_400h,2026
47,48.78,,Joshua FAULDS,07 MAR 2000,GBR,4,,"Estadio Vallehermoso, Madrid (ESP)",16 JUL 2026,1191,men_400h,2026
48,48.82,,Xzaviah TAYLOR,,USA,1h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1189,men_400h,2026
49,48.84,,Yusaku KODAMA,16 DEC 2000,JPN,2h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1188,men_400h,2026
50,48.86,,Andres LANGSTON,,USA,2h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1187,men_400h,2026
51,48.87,,Yoao ILLAS,28 FEB 2002,CUB,1,,"Aspire Academy Warm Up Track, Doha (QAT)",13 MAY 2026,1187,men_400h,2026
52,48.90,,Devin NUGENT,11 OCT 2003,USA,2h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1185,men_400h,2026
53,48.93,,Julien BONVIN,10 JAN 1999,SUI,1f1,,"Stade L. Masson, Tarare (FRA)",20 JUN 2026,1184,men_400h,2026
54,48.94,,Matej BALUCH,16 OCT 2000,SVK,2h1,,"Alexander Stadium, Birmingham (GBR)",11 AUG 2026,1183,men_400h,2026
55,48.96,,Anan YE,17 FEB 2004,CHN,2,,"Taizhou Yuhuan Olympic Sports Center Stadium, Taizhou (CHN)",25 MAY 2026,1182,men_400h,2026
55,48.96,,Dany BRAND,23 FEB 1996,SUI,4sf2,,"Alexander Stadium, Birmingham (GBR)",12 AUG 2026,1182,men_400h,2026
57,48.98,,Marc Anthony IBRAHIM,05 DEC 2002,LBN,3h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1181,men_400h,2026
58,48.99,,Kipkorir ROTICH,05 MAY 1998,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",24 APR 2026,1181,men_400h,2026
59,49.00,,Yashas PALAKSHA,08 DEC 2001,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",25 MAY 2026,1180,men_400h,2026
60,49.02,,Hiromu YAMAUCHI,24 AUG 1999,JPN,3h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1179,men_400h,2026
61,49.03,,Ayomal Akalanka KUDA LIYANAGE,16 JAN 2006,SRI,2,,"Sport Development Center Stadium, Ordos (CHN)",11 JUL 2026,1179,men_400h,2026
62,49.06,,Sabelo DHLAMINI,17 JAN 1995,RSA,1,,"UJ Stadium, Johannesburg (RSA)",13 MAR 2026,1177,men_400h,2026
62,49.06,,Santhosh Kumar TAMILARASAN,01 JAN 1998,IND,2,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",25 MAY 2026,1177,men_400h,2026
64,49.07,,Josiah JOHNSON,,USA,1h1,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1177,men_400h,2026
65,49.10,,Ja-Van POOLE,,USA,3h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1175,men_400h,2026
66,49.11,,Elijah MALLARD,,USA,4h1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1175,men_400h,2026
66,49.11,,Ken TOYODA,15 OCT 2002,JPN,4h2,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1175,men_400h,2026
68,49.12,,Wernich VAN RENSBURG,28 JUL 2004,RSA,1,,"Germiston Stadium, Johannesburg (RSA)",28 MAR 2026,1174,men_400h,2026
68,49.12,,David THID,06 APR 2003,SWE,4h3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1174,men_400h,2026
70,49.13,,Masaya ODA,11 MAY 1995,JPN,2h3,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,1173,men_400h,2026
71,49.15,,Malik JAMES-KING,28 JUN 1999,JAM,3f1,,"National Stadium, Kingston (JAM)",21 MAR 2026,1172,men_400h,2026
72,49.16,,Jason PARRISH,22 FEB 2005,USA,2h3,,"John McDonnell Field, Fayetteville, AR (USA)",29 MAY 2026,1172,men_400h,2026
72,49.16,,Sam LUNT,23 OCT 2005,GBR,2f1,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1172,men_400h,2026
74,49.18,,Julien WATRIN,27 JUN 1992,BEL,1f1,,"Atletiek Arena Gaston Roelants Kessel-Lo, Oude Markt, Leuven (BEL)",04 JUL 2026,1171,men_400h,2026
74,49.18,,Niklas STROHMAYER-DANGL,26 MAR 2002,AUT,3,,"Štadión SNP, Banská Bystrica (SVK)",21 JUL 2026,1171,men_400h,2026
76,49.19,,Javier LORENTE,28 SEP 1998,ESP,7,,"Estadio Vallehermoso, Madrid (ESP)",16 JUL 2026,1170,men_400h,2026
77,49.20,,Keenen DAVIS,09 FEB 2008,USA,1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2026,1170,men_400h,2026
78,49.21,,Victor NTWENG,01 DEC 1995,BOT,2,,"University of Ghana Sports Stadium, Accra (GHA)",14 MAY 2026,1169,men_400h,2026
79,49.22,,Jayden DOUGLAS,13 MAY 2005,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",10 JUN 2026,1169,men_400h,2026
79,49.22,,Zhiyu XIE,24 MAR 2000,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2026,1169,men_400h,2026
81,49.24,,Yoao PUENTES,28 FEB 2002,QAT,1,,"Aspire Academy Warm Up Track, Doha (QAT)",22 APR 2026,1168,men_400h,2026
82,49.25,,Ryan MATULONIS,13 DEC 2004,USA,2h2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",29 MAY 2026,1167,men_400h,2026
83,49.27,,Wilfried HAPPIO,22 SEP 1998,FRA,3f1,,"Putbosstadion, Oordegem (BEL)",01 AUG 2026,1166,men_400h,2026
84,49.28,,Miller WARME,09 APR 2009,USA,2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2026,1166,men_400h,2026
85,49.33,,Matthew HUNT,23 NOV 2006,AUS,1h1,,"Arafura Stadium, Darwin (AUS)",20 MAY 2026,1163,men_400h,2026
85,49.33,,Ludvy VAILLANT,15 MAR 1995,FRA,1h1,,"Stadium Municipal, Albi (FRA)",24 JUL 2026,1163,men_400h,2026
85,49.33,,Vladimir LYSENKO,10 JUN 1998,RUS,2,,"Kalininets Stadium, Yekaterinburg (RUS)",25 JUL 2026,1163,men_400h,2026
85,49.33,,Alessio SOMMACAL,11 NOV 2001,ITA,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",26 JUL 2026,1163,men_400h,2026
89,49.34,,Marthinus DU PREEZ,26 APR 2001,RSA,1,,"Pilditch Stadium, Pretoria (RSA)",13 MAR 2026,1163,men_400h,2026
89,49.34,,Diogo BARRIGANA,05 NOV 2003,POR,2f3,,"Stade universitaire de St-Léonard, Fribourg (SUI)",01 JUL 2026,1163,men_400h,2026
91,49.38,,Wiseman Were MUKHOBE,13 OCT 1997,KEN,1f1,,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",12 JUN 2026,1161,men_400h,2026
92,49.39,,Pablo Andres IBAÑEZ GUEVARA,28 OCT 1998,ESA,4h2,,"Alfonso Galvis Duque Stadium, Medellín (COL)",27 JUN 2026,1160,men_400h,2026
93,49.40,,Sebastian MONNERET,17 DEC 2003,DEN,1f1,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",20 JUN 2026,1160,men_400h,2026
94,49.41,,Patrik DÖMÖTÖR,13 DEC 2000,SVK,5,,"Štadión SNP, Banská Bystrica (SVK)",21 JUL 2026,1159,men_400h,2026
94,49.41,,Lasse SCHMITT,17 SEP 2004,GER,1h3,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",25 JUL 2026,1159,men_400h,2026
94,49.41,,Joshua ABUAKU,07 JUL 1996,GER,2h3,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",25 JUL 2026,1159,men_400h,2026
97,49.43,,Romario STEWART,22 JUL 2004,JAM,2,,"National Stadium, Kingston (JAM)",20 JUN 2026,1158,men_400h,2026
98,49.45,,Baba MOHAMMED,01 JAN 1999,GHA,1f2,,"Cape Coast Sports Stadium, Cape Coast (GHA)",14 MAR 2026,1157,men_400h,2026
98,49.45,,Giacomo BERTONCELLI,19 MAR 1999,ITA,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",26 JUL 2026,1157,men_400h,2026
100,49.46,,Taiga KYOTAKE,02 OCT 2003,JPN,2f1,,"Yanmar Stadium Nagai, Osaka (JPN)",10 MAY 2026,1157,men_400h,2026
