Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
33.0,6.69,0.8,Eliane MARTINS,26 MAY 1986,BRA,1,,Medellín (COL),28 APR 2018,1149.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14268969,toplist
33.0,6.69,-0.5,Florentina Costina IUSCO,08 APR 1996,ROU,,,Bucureşti (ROU),13 MAY 2018,1152.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14436399,toplist
33.0,6.69,1.3,Kendell WILLIAMS,14 JUN 1995,USA,,,"Chula Vista, CA (USA)",19 MAY 2018,1149.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14411362,toplist
33.0,6.69,1.5,Malaina PAYTON,16 OCT 1991,USA,2,,"Chula Vista, CA (USA)",09 JUN 2018,1149.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14366776,toplist
33.0,6.69,1.8,Jahisha THOMAS,22 NOV 1994,GBR,4,,Birmingham (GBR),01 JUL 2018,1149.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14433083,toplist
33.0,6.69,0.9,Alexandra WESTER,21 MAR 1994,GER,2,,Nürnberg (GER),22 JUL 2018,1149.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14360718,toplist
39.0,6.68,1.9,Fátima DIAME,22 SEP 1996,ESP,3,,Tarragona (ESP),27 JUN 2018,1147.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14458906,toplist
39.0,6.68,0.0,Julia GERTER,13 JUL 1994,GER,3,,Nürnberg (GER),22 JUL 2018,1147.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14361035,toplist
41.0,6.67,0.7,Yanis DAVID,12 DEC 1997,FRA,2,,"Knoxville, TN (USA)",12 MAY 2018,1145.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14463702,toplist
42.0,6.66,1.3,Naa ANANG,10 MAR 1995,AUS,2,,Gold Coast (AUS),18 FEB 2018,1143.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14436876,toplist
42.0,6.66,1.5,Paola MAUTINO,01 JUN 1990,PER,1,,Cochabamba (BOL),06 JUN 2018,1143.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14293291,toplist
42.0,6.66,1.3,Melanie BAUSCHKE,14 JUL 1988,GER,1,,Oberteuringen (GER),09 JUN 2018,1143.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14276990,toplist
45.0,6.65,,Qingling WANG,14 JAN 1993,CHN,1,,Nanjing (CHN) (i),11 MAR 2018,1141.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14430050,toplist
45.0,6.65,1.3,Karin MEY MELIS,31 MAY 1983,TUR,1,,Potchefstroom (RSA),12 APR 2018,1141.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14296628,toplist
45.0,6.65,1.3,Darrielle MCQUEEN,29 MAY 1996,USA,3,,"Knoxville, TN (USA)",12 MAY 2018,1141.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14577646,toplist
48.0,6.64,1.7,Jessicca NOBLE,05 FEB 1997,JAM,1,,Kingston (JAM),07 APR 2018,1138.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14540083,toplist
48.0,6.64,0.2,Xiaoling XU,13 MAY 1992,CHN,1,,Guiyang (CHN),15 JUN 2018,1138.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14264772,toplist
48.0,6.64,1.5,Marthe KOALA,08 MAR 1994,BUR,1ce,,Kladno (CZE),17 JUN 2018,1138.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14426462,toplist
48.0,6.64,-0.9,Milica GARDAŠEVIĆ,28 SEP 1998,SRB,1,,Berane (MNE),14 JUL 2018,1143.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14535413,toplist
52.0,6.63,,Ksenija BALTA,01 NOV 1986,EST,1,,Tallinn (EST) (i),18 FEB 2018,1136.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14260199,toplist
52.0,6.63,2.0,Lauma GRĪVA,27 OCT 1984,LAT,1,,Riga (LAT),29 JUL 2018,1136.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14289989,toplist
54.0,6.62,0.6,Nafissatou THIAM,19 AUG 1994,BEL,1ce1,,"Mösle-Stadium, Götzis (AUT)",27 MAY 2018,1134.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14428253,toplist
54.0,6.62,1.1,Erica BOUGARD,26 JUL 1993,USA,2ce1,,"Mösle-Stadium, Götzis (AUT)",27 MAY 2018,1134.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14443534,toplist
54.0,6.62,0.2,Laura STRATI,03 OCT 1990,ITA,1,,Nembro (ITA),05 JUL 2018,1134.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14285329,toplist
57.0,6.61,1.3,Tissanna HICKLING,07 JAN 1998,JAM,2,,Kingston (JAM),07 APR 2018,1132.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14540234,toplist
57.0,6.61,1.8,Yelena MASHINISTOVA,29 MAR 1994,RUS,1,,Moskva (RUS),21 JUN 2018,1132.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14513830,toplist
57.0,6.61,2.0,Evelise VEIGA,03 MAR 1996,POR,5,,Tarragona (ESP),27 JUN 2018,1132.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14509493,toplist
60.0,6.6,0.8,Nathalee ARANDA,22 FEB 1995,PAN,3,,Cochabamba (BOL),06 JUN 2018,1130.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14478164,toplist
60.0,6.6,1.2,Abigail IROZURU,03 JAN 1990,GBR,5,,Marseille (FRA),16 JUN 2018,1130.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14275421,toplist
62.0,6.58,,Yariadmis ARGÜELLES,18 APR 1984,POR,1,,Dortmund (GER) (i),21 JAN 2018,1125.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14263699,toplist
62.0,6.58,0.0,Paula Beatriz ALVAREZ,11 SEP 1995,CUB,1,,La Habana (CUB),08 JUN 2018,1125.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14465488,toplist
64.0,6.57,1.2,Rougui SOW,07 JUN 1995,FRA,4,,"Knoxville, TN (USA)",12 MAY 2018,1123.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14410896,toplist
65.0,6.56,,Ayesha CHAMPAGNIE,10 MAR 1996,JAM,1,,"Minneapolis, MN (USA) (i)",13 JAN 2018,1121.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14530433,toplist
65.0,6.56,-0.3,Jessica Carolina ALVES DOS REIS,17 MAR 1993,BRA,4,,Cochabamba (BOL),06 JUN 2018,1122.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14366932,toplist
65.0,6.56,0.0,Paraskevi PAPACHRISTOU,17 APR 1989,GRE,1,,Patra (GRE),15 JUL 2018,1121.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14280843,toplist
68.0,6.55,-0.1,Angela MOROŞANU,26 JUL 1986,ROU,9q2,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1119.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14295767,toplist
68.0,6.55,0.0,Thu Thao BUI THI,29 APR 1992,VIE,1,,Jakarta (INA),27 AUG 2018,1119.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14426970,toplist
70.0,6.54,1.5,Aries SANCHEZ,01 MAR 1996,VEN,1,,Mayagüez (PUR),06 APR 2018,1117.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14497035,toplist
70.0,6.54,0.0,Sarea ALEXANDER,15 FEB 1996,USA,1,,"San Antonio, TX (USA)",05 MAY 2018,1117.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14579181,toplist
70.0,6.54,1.9,Sydney CONLEY,11 DEC 1993,USA,3,,"Chula Vista, CA (USA)",09 JUN 2018,1117.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14443586,toplist
70.0,6.54,1.1,Yekaterina KROPIVKO,13 JUN 1997,RUS,1,,Chelyabinsk (RUS),07 JUL 2018,1117.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14576075,toplist
74.0,6.53,0.7,Melanie WINTERS,11 NOV 1993,USA,1,,"Akron, OH (USA)",05 MAY 2018,1114.0,women_LJ,2018,https://worldathletics.org/athletes/united-states/melanie-winters-14528049,toplist
74.0,6.53,2.0,Māra GRĪVA,04 AUG 1989,LAT,1,,Riga (LAT),29 MAY 2018,1114.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14289988,toplist
74.0,6.53,1.3,Macarena REYES,30 MAR 1984,CHI,5,,Cochabamba (BOL),06 JUN 2018,1114.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14266820,toplist
74.0,6.53,-0.2,Minjia LU,29 DEC 1990,CHN,2,,Guiyang (CHN),15 JUN 2018,1115.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14265688,toplist
78.0,6.52,,Tania VICENZINO,01 APR 1986,ITA,1,,Ancona (ITA) (i),17 FEB 2018,1112.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14285444,toplist
78.0,6.52,-0.8,Maria Natalia LONDA,29 OCT 1990,INA,1,,"Westwood, CA (USA)",14 APR 2018,1116.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14282715,toplist
78.0,6.52,1.4,Chantel MALONE,02 DEC 1991,IVB,2,,Barranquilla (COL),30 JUL 2018,1112.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14285523,toplist
81.0,6.51,-0.7,James NAYANA,18 OCT 1995,IND,1,,Patiala (IND),06 MAR 2018,1114.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14448740,toplist
81.0,6.51,1.8,Irisdaymi HERRERA,18 APR 1992,CUB,1,,Camagüey (CUB),15 MAR 2018,1110.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14362585,toplist
81.0,6.51,1.1,Hanne MAUDENS,12 MAR 1997,BEL,2,,Bruxelles (BEL),08 JUL 2018,1110.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14450529,toplist
81.0,6.51,0.4,Lea-Jasmin RIECKE,25 APR 2000,GER,1,,"Ratinan Stadion, Tampere (FIN)",13 JUL 2018,1110.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14624465,toplist
81.0,6.51,0.0,Varakil NEENA,02 MAY 1991,IND,2,,Jakarta (INA),27 AUG 2018,1110.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14400771,toplist
86.0,6.5,1.9,Baileh SIMMS,26 APR 1995,USA,,,"Tulsa, OK (USA)",31 MAR 2018,1108.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14489142,toplist
86.0,6.5,0.8,Haido ALEXOULI,29 MAR 1991,GRE,1,,"Filothei Stadium, Athina (GRE)",13 JUN 2018,1108.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14280486,toplist
86.0,6.5,1.8,Neja FILIPIČ,22 APR 1995,SLO,4,,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1108.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14474496,toplist
89.0,6.49,0.1,Lauren WELLS,03 AUG 1988,AUS,3,,Gold Coast (AUS),18 FEB 2018,1106.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14272431,toplist
89.0,6.49,0.6,Tristine JOHNSON,28 SEP 1992,USA,1,,"Charlottesville, VA (USA)",28 APR 2018,1106.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14431764,toplist
91.0,6.48,0.0,Jessamyn Maribel SAUCEDA DE LA TRINIDAD,22 MAY 1989,MEX,2,,"Torrance, CA (USA)",21 APR 2018,1103.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14594416,toplist
91.0,6.48,0.2,Yekaterina KHALYUTINA,16 JAN 1991,RUS,2,,Zhukovskiy (RUS),11 JUL 2018,1103.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14364420,toplist
91.0,6.48,0.1,Adéla ZÁHOROVÁ,13 NOV 1999,CZE,,,Tábor (CZE),18 JUL 2018,1103.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14569497,toplist
91.0,6.48,-1.1,Gabriela PETROVA,29 JUN 1992,BUL,2,,Stara Zagora (BUL),21 JUL 2018,1109.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14268585,toplist
95.0,6.47,,Jessie GAINES,12 AUG 1990,USA,3,,"Albuquerque, NM (USA) (i)",18 FEB 2018,1101.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14360756,toplist
95.0,6.47,1.7,Chelsea HAYES,09 FEB 1988,USA,2,,"Baton Rouge, LA (USA)",21 APR 2018,1101.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14941407,toplist
95.0,6.47,1.3,Lynique BENEKE,30 MAR 1991,RSA,1,,Sasolburg (RSA),29 APR 2018,1101.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14296778,toplist
95.0,6.47,0.0,Tyra GITTENS,06 JUN 1998,TTO,5,,"Knoxville, TN (USA)",12 MAY 2018,1101.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14596830,toplist
95.0,6.47,1.3,Anna JAGACIAK,10 FEB 1990,POL,1,,Lublin (POL),22 JUL 2018,1101.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14293741,toplist
100.0,6.46,0.3,Courtney CORRIN,13 DEC 1997,USA,f7,,"Long Beach, CA (USA)",21 APR 2018,1099.0,women_LJ,2018,https://worldathletics.org/athletes/athlete=14486789,toplist
1.0,7.3,-0.8,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1288.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14377384,toplist
2.0,7.05,0.9,Ese BRUME,20 JAN 1996,NGR,,,Bursa (TUR),04 AUG 2019,1229.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14591118,toplist
3.0,7.0,1.8,Brittney REESE,09 SEP 1986,USA,1,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1218.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14319645,toplist
4.0,6.99,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,"Emirates Arena, Glasgow (GBR) (i)",03 MAR 2019,1216.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14300421,toplist
5.0,6.93,,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,2,,"Emirates Arena, Glasgow (GBR) (i)",03 MAR 2019,1202.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14269729,toplist
6.0,6.92,1.5,Kenyattia HACKWORTH,15 SEP 1993,USA,,,"Chula Vista, CA (USA)",15 JUN 2019,1200.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14311678,toplist
6.0,6.92,1.8,Florentina Costina IUSCO,08 APR 1996,ROU,1,,Pitesti (ROU),31 JUL 2019,1200.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14436399,toplist
6.0,6.92,0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1200.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14434131,toplist
9.0,6.91,0.9,Alina ROTARU,05 JUN 1993,ROU,1,,Rheinau-Freistett (GER),30 JUN 2019,1198.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14364637,toplist
10.0,6.9,0.8,Chantel MALONE,02 DEC 1991,IVB,1,,"Athens, GA (USA)",26 APR 2019,1196.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14285523,toplist
11.0,6.87,-1.4,Caterine IBARGUEN,12 FEB 1984,COL,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1197.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14263994,toplist
12.0,6.86,0.9,Nafissatou THIAM,19 AUG 1994,BEL,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1187.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14428253,toplist
12.0,6.86,1.6,Abigail IROZURU,03 JAN 1990,GBR,1,,"Alexander Stadium, Birmingham (GBR)",25 AUG 2019,1187.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14275421,toplist
14.0,6.85,0.4,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,3,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1185.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14276543,toplist
15.0,6.84,1.5,Yanis DAVID,12 DEC 1997,FRA,1,,"Austin, TX (USA)",06 JUN 2019,1183.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14463702,toplist
15.0,6.84,0.6,Darya KLISHINA,15 JAN 1991,ANA,1,,"Decatur, IL (USA)",21 JUN 2019,1183.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14298140,toplist
15.0,6.84,1.7,Shara PROCTOR,16 SEP 1988,GBR,2,,"Alexander Stadium, Birmingham (GBR)",25 AUG 2019,1183.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14272929,toplist
18.0,6.82,1.7,Tissanna HICKLING,07 JAN 1998,JAM,1,,Kingston (JAM),01 JUN 2019,1178.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14540234,toplist
19.0,6.81,1.5,Naa ANANG,10 MAR 1995,AUS,,,Sydney (AUS),07 APR 2019,1176.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14436876,toplist
19.0,6.81,1.5,Yelena SOKOLOVA,23 JUL 1986,ANA,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,1176.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14299421,toplist
19.0,6.81,1.6,Hilary KPATCHA,05 MAY 1998,FRA,1q1,,"Gunder Hägg Stadion, Gävle (SWE)",13 JUL 2019,1176.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14576455,toplist
19.0,6.81,-0.4,Tori BOWIE,27 AUG 1990,USA,4,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1178.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14360382,toplist
23.0,6.8,1.1,Keturah ORJI,05 MAR 1996,USA,1,,Baie Mahault (FRA),18 MAY 2019,1174.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14503156,toplist
24.0,6.79,1.7,Jasmine TODD,23 DEC 1993,USA,2,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1171.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14375278,toplist
25.0,6.78,1.8,Kate HALL,12 JAN 1997,USA,1,,Marseille (FRA),02 JUL 2019,1169.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14490051,toplist
25.0,6.78,1.4,Sha'keela SAUNDERS,12 DEC 1993,USA,3,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1169.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14320623,toplist
27.0,6.77,0.2,Anasztázia NGUYEN,09 JAN 1993,HUN,1,,Budapest (HUN),30 JUL 2019,1167.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14282143,toplist
28.0,6.76,0.6,Aliyah WHISBY,23 FEB 1998,USA,2,,"Athens, GA (USA)",26 APR 2019,1165.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14614757,toplist
29.0,6.74,1.6,Brooke STRATTON,12 JUL 1993,AUS,1,,Brisbane (AUS),23 MAR 2019,1160.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14271241,toplist
29.0,6.74,1.0,Eliane MARTINS,26 MAY 1986,BRA,1,,"San Diego, CA (USA)",05 APR 2019,1160.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14268969,toplist
31.0,6.73,0.2,Chanice PORTER,25 MAY 1994,JAM,3,,Baie Mahault (FRA),18 MAY 2019,1158.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14334016,toplist
31.0,6.73,1.3,Tilde JOHANSSON,05 JAN 2001,SWE,1f1,,Karlstad (SWE),03 JUL 2019,1158.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14652384,toplist
33.0,6.72,1.9,Petra FARKAS,30 APR 1999,HUN,2,,Budapest (HUN),30 JUL 2019,1156.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14535779,toplist
33.0,6.72,1.0,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",11 AUG 2019,1156.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14256638,toplist
35.0,6.71,0.5,Jasmyn STEELS,10 DEC 1997,USA,2,,"Austin, TX (USA)",06 JUN 2019,1154.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14659696,toplist
35.0,6.71,1.8,Malaina PAYTON,16 OCT 1991,USA,,,"Chula Vista, CA (USA)",15 JUN 2019,1154.0,women_LJ,2019,https://worldathletics.org/athletes/athlete=14366776,toplist
