Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
27.0,13:15.59,,Rabii DOUKKANA,06 DEC 1987,FRA,3f1,,Carquefou (FRA),16 JUN 2018,1153.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14211998,toplist
28.0,13:15.91,,Brett ROBINSON,08 MAY 1991,AUS,7f1,,Heusden-Zolder (BEL),21 JUL 2018,1152.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14336706,toplist
29.0,13:16.77,,Solomon BERIHU,02 OCT 1999,ETH,1f2,,Heusden-Zolder (BEL),21 JUL 2018,1149.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14756430,toplist
30.0,13:16.97,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,1,,"Palo Alto, CA (USA)",03 MAY 2018,1148.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14215338,toplist
30.0,13:16.97,,Riley MASTERS,05 APR 1990,USA,2,,"Palo Alto, CA (USA)",03 MAY 2018,1148.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14362064,toplist
32.0,13:17.06,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1148.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14653717,toplist
33.0,13:17.16,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f3,,Nobeoka (JPN),05 MAY 2018,1147.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14209367,toplist
34.0,13:17.65,,Benard KIMELI,10 SEP 1995,KEN,2f3,,Nobeoka (JPN),05 MAY 2018,1146.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14790672,toplist
35.0,13:17.81,,Soufiyan BOUQANTAR,30 AUG 1993,MAR,4,,Montreuil (FRA),19 JUN 2018,1145.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14442147,toplist
36.0,13:18.34,,Evans Keitany KIPTUM,27 NOV 1999,KEN,3f3,,Nobeoka (JPN),05 MAY 2018,1143.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14477630,toplist
37.0,13:18.65,,Haymanot ALEW,11 NOV 1997,ETH,4f1,,Carquefou (FRA),16 JUN 2018,1142.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14693559,toplist
38.0,13:18.73,,James Mwangi MACHARIA,23 JUN 1984,KEN,4f3,,Nobeoka (JPN),05 MAY 2018,1142.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14208939,toplist
39.0,13:18.74,,Justyn KNIGHT,19 JUL 1996,CAN,3,,"Palo Alto, CA (USA)",03 MAY 2018,1142.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14603387,toplist
40.0,13:18.83,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,4,,"Palo Alto, CA (USA)",03 MAY 2018,1142.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14513998,toplist
41.0,13:19.05,,Morgan MCDONALD,23 APR 1996,AUS,1,,Gold Coast (AUS),15 FEB 2018,1141.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14496066,toplist
42.0,13:19.14,,Morhad AMDOUNI,21 JUN 1988,FRA,3,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1140.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14182867,toplist
43.0,13:19.26,,Robert Kipchirchir MWEI,04 NOV 1998,KEN,5f3,,Nobeoka (JPN),05 MAY 2018,1140.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14709051,toplist
44.0,13:19.51,,David MCNEILL,06 OCT 1986,AUS,2,,Gold Coast (AUS),15 FEB 2018,1139.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14179165,toplist
45.0,13:19.55,,Soufiane BOUCHIKHI,22 MAR 1990,BEL,8f1,,Heusden-Zolder (BEL),21 JUL 2018,1139.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14329545,toplist
46.0,13:19.66,,Jacob KIPLIMO,14 NOV 2000,UGA,6,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1139.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14735365,toplist
47.0,13:19.74,,Edward Zakayo PINGUA,25 NOV 2001,KEN,1,,Nairobi (KEN),11 JUN 2018,1138.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14798184,toplist
48.0,13:19.81,,Hassan MEAD,28 AUG 1989,USA,8,,"Olympic Stadium, London (GBR)",21 JUL 2018,1138.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14245833,toplist
49.0,13:19.86,,Ronald KWEMOI,19 SEP 1995,KEN,1f23,,Yokohama (JPN),21 OCT 2018,1138.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14577960,toplist
50.0,13:20.08,,Bethwell BIRGEN,06 AUG 1988,KEN,10,,"Olympic Stadium, London (GBR)",21 JUL 2018,1137.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14368362,toplist
51.0,13:20.22,,John MAINA,14 JUL 1993,KEN,6f3,,Nobeoka (JPN),05 MAY 2018,1137.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14421928,toplist
52.0,13:20.28,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,12,,"Olympic Stadium, London (GBR)",21 JUL 2018,1136.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14459308,toplist
53.0,13:20.33,,Derara HURISA,12 JUL 1997,ETH,6,,Montreuil (FRA),19 JUN 2018,1136.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14693558,toplist
54.0,13:20.53,,Mahiedine MEKHISSI,15 MAR 1985,FRA,5,,"Palo Alto, CA (USA)",03 MAY 2018,1135.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14186447,toplist
55.0,13:20.66,,Emmanuel BOR,14 APR 1988,USA,13,,"Olympic Stadium, London (GBR)",21 JUL 2018,1135.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14207433,toplist
56.0,13:21.07,,Andy TROUARD,22 APR 1994,USA,6,,"Palo Alto, CA (USA)",03 MAY 2018,1134.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14578405,toplist
57.0,13:21.09,,Isaac KIMELI,09 MAR 1994,BEL,7,,"Palo Alto, CA (USA)",03 MAY 2018,1133.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14482919,toplist
58.0,13:21.41,,Eric JENKINS,24 NOV 1991,USA,1f1,,"Portland, OR (USA)",10 JUN 2018,1132.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14406813,toplist
59.0,13:21.93,,Agunafr BEKELE,14 OCT 1995,ETH,8f3,,Nobeoka (JPN),05 MAY 2018,1131.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14692675,toplist
59.0,13:21.93,,Sean MCGORTY,08 MAR 1995,USA,10f1,,Heusden-Zolder (BEL),21 JUL 2018,1131.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14463588,toplist
61.0,13:22.13,,Joel MWAURA,20 JAN 1999,KEN,9f3,,Nobeoka (JPN),05 MAY 2018,1130.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14767007,toplist
62.0,13:22.38,,Abe GASHAHUN,20 APR 1998,ETH,3,,Huelva (ESP),08 JUN 2018,1129.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14690375,toplist
63.0,13:22.48,,Richard RINGER,27 FEB 1989,GER,1,,"SV 03 Stadion, Tübingen (GER)",16 JUN 2018,1129.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14193865,toplist
64.0,13:22.69,,Peter LANGAT,20 OCT 1998,KEN,10f3,,Nobeoka (JPN),05 MAY 2018,1128.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14704907,toplist
65.0,13:22.89,,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,2,,"SV 03 Stadion, Tübingen (GER)",16 JUN 2018,1127.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14181467,toplist
66.0,13:23.01,,John KARIUKI,24 NOV 1997,KEN,2f23,,Yokohama (JPN),21 OCT 2018,1127.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14598157,toplist
67.0,13:23.11,,Thomas CURTIN,08 AUG 1993,USA,8,,"Palo Alto, CA (USA)",03 MAY 2018,1126.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14508796,toplist
68.0,13:23.14,,Marc SCOTT,21 DEC 1993,GBR,5,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1126.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14497504,toplist
69.0,13:23.42,,Polat Kemboi ARIKAN,12 DEC 1990,TUR,6,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1125.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14207925,toplist
70.0,13:23.57,,Yevgeniy RYBAKOV,27 FEB 1985,ANA,1,,Kazan (RUS),19 JUL 2018,1125.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14223765,toplist
71.0,13:23.73,,Kemoy CAMPBELL,14 JAN 1991,JAM,14,,"Olympic Stadium, London (GBR)",21 JUL 2018,1124.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14201885,toplist
72.0,13:23.85,,Altobeli SILVA,03 DEC 1990,BRA,9,,"Palo Alto, CA (USA)",03 MAY 2018,1124.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14407523,toplist
73.0,13:24.09,,Lawi LALANG,15 JUN 1991,KEN,10,,"Palo Alto, CA (USA)",03 MAY 2018,1123.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14455303,toplist
74.0,13:24.18,,Antonio ABADÍA,02 JUL 1990,ESP,4,,Huelva (ESP),08 JUN 2018,1123.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14167359,toplist
75.0,13:24.27,,Evans YEGO,05 SEP 1995,KEN,3f23,,Yokohama (JPN),21 OCT 2018,1122.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14792334,toplist
76.0,13:24.43,,Rinas AKHMADEYEV,25 MAY 1989,ANA,7,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1122.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14362972,toplist
77.0,13:24.58,,Patrick TIERNAN,11 SEP 1994,AUS,15,,"Olympic Stadium, London (GBR)",21 JUL 2018,1121.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14433154,toplist
78.0,13:24.65,,Merga TULU,12 SEP 1999,ETH,1,,Kita-Kyushu (JPN),20 OCT 2018,1121.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14851989,toplist
79.0,13:24.75,,Wesley LEDAMA,02 JUL 1999,KEN,4f23,,Yokohama (JPN),21 OCT 2018,1121.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14748398,toplist
80.0,13:24.77,,Evan JAGER,08 MAR 1989,USA,1f1,,"Azusa, CA (USA)",19 APR 2018,1120.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14241750,toplist
81.0,13:24.79,,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,11f3,,Nobeoka (JPN),05 MAY 2018,1120.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14643475,toplist
81.0,13:24.79,,Tesfahun AKALNEW,29 APR 1999,ETH,5f1,,Carquefou (FRA),16 JUN 2018,1120.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14804562,toplist
81.0,13:24.79,,Julien WANDERS,18 MAR 1996,SUI,8,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1120.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14527440,toplist
84.0,13:25.11,,Chris THOMPSON,17 APR 1981,GBR,9,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1119.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14191000,toplist
85.0,13:25.31,,Ben CONNOR,17 OCT 1992,GBR,11,,"Olympiastadion, Berlin (GER)",11 AUG 2018,1119.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14428085,toplist
86.0,13:25.46,,Ryan HILL,31 JAN 1990,USA,16,,"Olympic Stadium, London (GBR)",21 JUL 2018,1118.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14367867,toplist
87.0,13:25.89,,Josphat Kiprono MENJO,20 AUG 1979,KEN,1f1,,Oordegem (BEL),26 MAY 2018,1117.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14209102,toplist
88.0,13:25.99,,Daniel KIPKEMBOI,05 JUL 1996,KEN,12f3,,Nobeoka (JPN),05 MAY 2018,1116.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14590686,toplist
89.0,13:26.21,,Frederick Kipkosgei KIPTOO,13 NOV 1996,KEN,11f1,,Heusden-Zolder (BEL),21 JUL 2018,1115.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14657360,toplist
90.0,13:26.25,,Anatoliy RYBAKOV,27 FEB 1985,RUS,2,,Kazan (RUS),19 JUL 2018,1115.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14223763,toplist
91.0,13:26.46,,Peter KIPROTICH,20 DEC 1998,KEN,12f1,,Heusden-Zolder (BEL),21 JUL 2018,1115.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14758180,toplist
92.0,13:26.53,,Alfred NGENO,02 MAY 1997,KEN,2f1,,Nijmegen (NED),08 JUN 2018,1114.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14657361,toplist
93.0,13:26.81,,Hillary BOR,22 NOV 1989,USA,12,,"Palo Alto, CA (USA)",03 MAY 2018,1113.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14232976,toplist
94.0,13:27.37,,Benard Kibet KOECH,25 NOV 1999,KEN,1f43,,Yokohama (JPN),02 DEC 2018,1111.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14748373,toplist
95.0,13:27.76,,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,6f1,,Carquefou (FRA),16 JUN 2018,1110.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14183723,toplist
96.0,13:27.94,,Lucas BRUCHET,23 FEB 1991,CAN,13,,"Palo Alto, CA (USA)",03 MAY 2018,1109.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14373733,toplist
97.0,13:28.03,,Alexander MUNYAO,10 SEP 1996,KEN,14f3,,Nobeoka (JPN),05 MAY 2018,1109.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14590685,toplist
98.0,13:28.30,,Juan Antonio PÉREZ,06 NOV 1988,ESP,5,,Huelva (ESP),08 JUN 2018,1108.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14426768,toplist
99.0,13:28.54,,Nicholas KIPKORIR,29 SEP 1998,KEN,2,,Nairobi (KEN),17 FEB 2018,1107.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14708978,toplist
100.0,13:28.57,,Jack BRUCE,31 AUG 1994,AUS,14,,"Palo Alto, CA (USA)",03 MAY 2018,1107.0,men_5000m,2018,https://worldathletics.org/athletes/athlete=14511284,toplist
1.0,12:52.98,,Telahun Haile BEKELE,13 MAY 1999,ETH,1,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1235.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14797485,toplist
2.0,12:53.04,,Selemon BAREGA,20 JAN 2000,ETH,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1235.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14751317,toplist
3.0,12:54.92,,Hagos GEBRHIWET,11 MAY 1994,ETH,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1228.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14477352,toplist
4.0,12:56.26,,Birhanu BALEW,27 FEB 1996,BRN,4,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1223.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14695983,toplist
5.0,12:56.48,,Abadi HADIS,06 NOV 1997,ETH,5,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1223.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14751318,toplist
6.0,12:57.41,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1219.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14645612,toplist
7.0,12:57.90,,Nicholas KIPKORIR,29 SEP 1998,KEN,2,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1217.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14708978,toplist
8.0,12:58.10,,William KINCAID,21 SEP 1992,USA,1,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1217.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14493258,toplist
9.0,12:58.16,,Mohammed AHMED,05 JAN 1991,CAN,6,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1216.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14330105,toplist
10.0,12:58.85,,Muktar EDRIS,14 JAN 1994,ETH,1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1214.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14464221,toplist
11.0,13:00.13,,Lopez LOMONG,01 JAN 1985,USA,2,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1209.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14244311,toplist
12.0,13:00.39,,Matthew CENTROWITZ,18 OCT 1989,USA,3,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1208.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14234521,toplist
13.0,13:00.56,,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1208.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14594967,toplist
14.0,13:02.03,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Olympic Stadium, London (GBR)",20 JUL 2019,1202.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14653717,toplist
15.0,13:02.08,,Solomon BERIHU,02 OCT 1999,ETH,3,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1202.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14756430,toplist
16.0,13:03.08,,Jacob KROP,04 JUN 2001,KEN,6,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1198.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14808798,toplist
17.0,13:03.19,,Edward Zakayo PINGUA,25 NOV 2001,KEN,7,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1198.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14798184,toplist
18.0,13:04.44,,Edward CHESEREK,02 FEB 1994,KEN,1f1,,Heusden-Zolder (BEL),20 JUL 2019,1193.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14463987,toplist
19.0,13:04.60,,Paul CHELIMO,27 OCT 1990,USA,7,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1193.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14454958,toplist
20.0,13:05.21,,Stanley Waithaka MBURU,09 APR 2000,KEN,2f1,,Heusden-Zolder (BEL),20 JUL 2019,1191.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14802641,toplist
21.0,13:05.63,,Stewart MCSWEYN,01 JUN 1995,AUS,4,,"Olympic Stadium, London (GBR)",20 JUL 2019,1189.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14500488,toplist
22.0,13:06.10,,Paul Kipngetich TANUI,22 DEC 1990,KEN,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1187.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14366690,toplist
23.0,13:06.21,,Andrew BUTCHART,14 OCT 1991,GBR,5,,"Olympic Stadium, London (GBR)",20 JUL 2019,1187.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14377202,toplist
24.0,13:07.55,,Davis KIPLANGAT,10 JUL 1998,KEN,4,,"FBK Stadium, Hengelo (NED)",09 JUN 2019,1182.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14689592,toplist
25.0,13:07.84,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,6,,"Olympic Stadium, London (GBR)",20 JUL 2019,1181.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14513998,toplist
26.0,13:09.76,,Justyn KNIGHT,19 JUL 1996,CAN,10,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1174.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14603387,toplist
27.0,13:09.79,,Richard YATOR,04 JUN 1998,KEN,11,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1174.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14708970,toplist
28.0,13:09.81,,Ben TRUE,29 DEC 1985,USA,11,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1174.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14253490,toplist
29.0,13:10.21,,Bethwell BIRGEN,06 AUG 1988,KEN,12,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1172.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14368362,toplist
30.0,13:10.23,,Emmanuel BOR,14 APR 1988,USA,2,,"Boston, MA (USA) (i)",24 FEB 2019,1224.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14207433,toplist
31.0,13:10.40,,Dawit FIKADU,29 DEC 1995,BRN,12,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1172.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14648596,toplist
32.0,13:11.08,,Michael KIBET,03 SEP 1999,KEN,1,,Rovereto (ITA),27 AUG 2019,1169.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14808760,toplist
33.0,13:11.51,,Eric Kiprono KIPTANUI,19 APR 1990,KEN,2,,Rovereto (ITA),27 AUG 2019,1168.0,men_5000m,2019,https://worldathletics.org/athletes/athlete=14748422,toplist
