Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,discipline,year,ProfileURL,source
24.0,48.98,,Sergio FERNÁNDEZ,01 APR 1993,ESP,7,,"Olympiastadion, Berlin (GER)",09 AUG 2018,1181.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14474482,toplist
26.0,48.99,,Mario LAMBRUGHI,05 FEB 1992,ITA,1f2,,Rieti (ITA),13 MAY 2018,1181.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14420532,toplist
27.0,49.0,,Quincy DOWNING,16 JAN 1993,USA,1,,Huelva (ESP),08 JUN 2018,1180.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14375509,toplist
28.0,49.01,,Abdelmalik LAHOULOU,07 MAY 1992,ALG,2,,Heusden-Zolder (BEL),21 JUL 2018,1180.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14375720,toplist
29.0,49.04,,Byron ROBINSON,10 MAY 1995,USA,2sf2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1178.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14491508,toplist
29.0,49.04,,Shawn ROWE,07 DEC 1992,JAM,2,,Kingston (JAM),22 JUN 2018,1178.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14540137,toplist
31.0,49.08,,Bershawn JACKSON,08 MAY 1983,USA,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1176.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14241618,toplist
32.0,49.1,,Leandro ZAMORA,11 MAR 1996,CUB,1,,Queretaro (MEX),29 APR 2018,1175.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14578254,toplist
32.0,49.1,,Taylor MCLAUGHLIN,03 AUG 1997,USA,3sf2,,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1175.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14530564,toplist
34.0,49.13,,Ziad AZIZI,11 JUN 1991,TUN,3,,Tarragona (ESP),29 JUN 2018,1173.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14377416,toplist
35.0,49.14,,Jaheel HYDE,02 FEB 1997,JAM,1h2,,Gold Coast (AUS),10 APR 2018,1173.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14520436,toplist
35.0,49.14,,Luke CAMPBELL,22 NOV 1994,GER,2f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1173.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14484875,toplist
37.0,49.17,,Lindsay HANEKOM,15 MAY 1993,RSA,1,,Pretoria (RSA),17 MAR 2018,1171.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14501688,toplist
38.0,49.18,,Jack GREEN,06 OCT 1991,GBR,4,,Gold Coast (AUS),12 APR 2018,1171.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14371627,toplist
38.0,49.18,,Artur TEREZAN,08 MAY 1991,BRA,2,,Bragança Paulista (BRA),16 SEP 2018,1171.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14373214,toplist
40.0,49.22,,Le Roux HAMMAN,06 JAN 1992,RSA,2,,Pretoria (RSA),08 MAR 2018,1169.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14409808,toplist
41.0,49.24,,Michael STIGLER,04 MAY 1992,USA,2,,"Des Moines, IA (USA)",28 APR 2018,1168.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14442930,toplist
41.0,49.24,,Tibor KOROKNAI,24 JAN 1990,HUN,5sf2,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1168.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14328966,toplist
43.0,49.28,,Aron Kipchumba KOECH,27 JAN 1990,KEN,3h2,,Gold Coast (AUS),10 APR 2018,1166.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14481105,toplist
43.0,49.28,,Guillermo RUGGERI,26 MAR 1992,ARG,1,,Cochabamba (BOL),07 JUN 2018,1166.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14407544,toplist
45.0,49.3,,Takayuki KISHIMOTO,06 MAY 1990,JPN,1,,Yamaguchi (JPN),23 JUN 2018,1165.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14334340,toplist
45.0,49.3,,Cornel FREDERICKS,03 MAR 1990,RSA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1165.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14220044,toplist
47.0,49.32,,Sokwakhana ZAZINI,23 JAN 2000,RSA,2,,Pretoria (RSA),17 MAR 2018,1164.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14741332,toplist
47.0,49.32,,Omar CISNEROS,19 NOV 1989,CUB,3,,Huelva (ESP),08 JUN 2018,1164.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14169633,toplist
49.0,49.33,,Cameron FRENCH,17 MAY 1992,NZL,1f1,,Canberra (AUS),27 JAN 2018,1163.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14385185,toplist
50.0,49.34,,Victor COROLLER,29 JAN 1997,FRA,4sf1,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1163.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14569485,toplist
51.0,49.37,,Lorenzo VERGANI,04 SEP 1993,ITA,1f1,,Genève (SUI),09 JUN 2018,1161.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14436566,toplist
52.0,49.38,,David GREENE,11 APR 1986,GBR,1,,Johannesburg (RSA),01 MAR 2018,1161.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14189416,toplist
52.0,49.38,,Norman GRIMES,06 JAN 1998,USA,1,,"Waco, TX (USA)",13 MAY 2018,1161.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14618309,toplist
54.0,49.39,,Jordin ANDRADE,05 MAY 1992,CPV,4,,Huelva (ESP),08 JUN 2018,1160.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14462333,toplist
55.0,49.4,,CJ ALLEN,14 FEB 1995,USA,4,,Heusden-Zolder (BEL),21 JUL 2018,1160.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14627624,toplist
56.0,49.41,,Muhammad Abdallah KOUNTA,27 OCT 1994,FRA,2,,Albi (FRA),08 JUL 2018,1159.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14679916,toplist
57.0,49.45,,LJ VAN ZYL,20 JUL 1985,RSA,3,,Pretoria (RSA),08 MAR 2018,1157.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14221443,toplist
58.0,49.46,,Infinite TUCKER,22 MAY 1998,USA,2,,"Knoxville, TN (USA)",13 MAY 2018,1157.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14653618,toplist
58.0,49.46,,Mickael FRANCOIS,12 MAR 1988,FRA,4f1,,La Chaux-de-Fonds (SUI),01 JUL 2018,1157.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14186527,toplist
58.0,49.46,,Ryo KAJIKI,08 DEC 1995,JPN,1,,Hiratsuka (JPN),21 JUL 2018,1157.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14703201,toplist
61.0,49.47,,Eric FUTCH,25 APR 1993,USA,4,,Baie Mahault (FRA),12 MAY 2018,1156.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14443727,toplist
62.0,49.48,,Romel LEWIS,28 JAN 1988,JAM,3f1,,"Montverde, FL (USA)",09 JUN 2018,1156.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14202095,toplist
62.0,49.48,,Hederson ESTEFANI,11 SEP 1991,BRA,3,,Bragança Paulista (BRA),16 SEP 2018,1156.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14376244,toplist
64.0,49.49,,Rilwan ALOWONLE,12 DEC 1993,NGR,4h2,,Gold Coast (AUS),10 APR 2018,1155.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14493123,toplist
65.0,49.5,,Mamadou Kasse HANN,10 OCT 1986,FRA,7,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1155.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14224816,toplist
65.0,49.5,,Yutaro MANO,17 DEC 1996,JPN,2h3,,Yamaguchi (JPN),22 JUN 2018,1155.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14766772,toplist
67.0,49.52,,Josè BENCOSME DE LEON,16 MAY 1992,ITA,1,,Pescara (ITA),09 SEP 2018,1154.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14375713,toplist
68.0,49.54,,Kakeru INOUE,19 MAR 1996,JPN,1f2,,Fukuroi (JPN),03 MAY 2018,1153.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14707894,toplist
69.0,49.56,,Kurt Leone COUTO,14 MAY 1985,MOZ,3h1,,Gold Coast (AUS),10 APR 2018,1152.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14213444,toplist
70.0,49.58,,Mark UJAKPOR,18 JAN 1987,ESP,6,,Huelva (ESP),08 JUN 2018,1151.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14164811,toplist
71.0,49.59,,Bassem HEMEIDA,28 MAR 2000,QAT,2,,"Ratinan Stadion, Tampere (FIN)",14 JUL 2018,1150.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14827001,toplist
72.0,49.6,,Marvin WILLIAMS,13 JUN 1996,JAM,1,,"El Dorado, KS (USA)",19 MAY 2018,1150.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14520416,toplist
73.0,49.62,,Mattia CONTINI,27 OCT 1994,ITA,2f2,,Rieti (ITA),13 MAY 2018,1149.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14436574,toplist
73.0,49.62,,Alfredo SEPÚLVEDA,03 AUG 1993,CHI,2,,Cochabamba (BOL),07 JUN 2018,1149.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14438212,toplist
73.0,49.62,,Chieh CHEN,08 MAY 1992,TPE,4,,Jakarta (INA),27 AUG 2018,1149.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14228710,toplist
76.0,49.65,,Quincy HALL,31 JUL 1998,USA,1f4,,"Palo Alto, CA (USA)",30 MAR 2018,1147.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14597236,toplist
77.0,49.66,,Santhosh Kumar TAMILARASAN,01 JAN 1998,IND,5,,Jakarta (INA),27 AUG 2018,1147.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14675336,toplist
78.0,49.67,,Landon HUSLIG,14 APR 1995,USA,1,,"Charlotte, NC (USA)",26 MAY 2018,1146.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14613939,toplist
79.0,49.68,,Eric CRAY,06 NOV 1988,PHI,1,,Osaka (JPN),06 MAY 2018,1146.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14326210,toplist
79.0,49.68,,Michael TINSLEY,21 APR 1984,USA,5,,Baie Mahault (FRA),12 MAY 2018,1146.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14253267,toplist
81.0,49.69,,Zhiqiang FENG,14 APR 1998,CHN,1,,Zhuzhou (CHN),17 APR 2018,1145.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14750667,toplist
81.0,49.69,,Tatsuhiro YAMAMOTO,23 APR 1997,JPN,2h4,,Yamaguchi (JPN),22 JUN 2018,1145.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14719595,toplist
83.0,49.7,,Amere LATTIN,12 JUL 1997,USA,2qf3,,"Sacramento, CA (USA)",25 MAY 2018,1145.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14563822,toplist
84.0,49.71,,Johannes PRETORIUS,26 JAN 1994,RSA,4h1,,Gold Coast (AUS),10 APR 2018,1144.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14467968,toplist
84.0,49.71,,Cory POOLE,29 JUL 1999,USA,1,,"Bloomington, IN (USA)",16 JUN 2018,1144.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14648752,toplist
86.0,49.72,,Chad MILLER,,JAM,2,,"Charlotte, NC (USA)",26 MAY 2018,1144.0,men_400h,2018,https://worldathletics.org/athletes/jamaica/chad-miller-14517883,toplist
87.0,49.74,,Sebastian RODGER,29 JUN 1991,GBR,2f1,,Oordegem (BEL),26 MAY 2018,1143.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14376295,toplist
88.0,49.75,,Masayuki OBAYASHI,06 FEB 1996,JPN,2,,Osaka (JPN),06 MAY 2018,1142.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14707893,toplist
89.0,49.77,,Máté KOROKNAI,13 JAN 1993,HUN,5sf3,,"Olympiastadion, Berlin (GER)",07 AUG 2018,1141.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14375722,toplist
90.0,49.78,,Mikael Antonio DE JESÚS,19 AUG 1997,BRA,1,,Porto Alegre (BRA),29 APR 2018,1141.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14580667,toplist
90.0,49.78,,Alison DOS SANTOS,03 JUN 2000,BRA,3,,"Ratinan Stadion, Tampere (FIN)",14 JUL 2018,1141.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14755064,toplist
92.0,49.8,,Ian DEWHURST,13 NOV 1990,AUS,1,,Gold Coast (AUS),18 FEB 2018,1140.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14179814,toplist
92.0,49.8,,Gerald DRUMMOND,05 SEP 1994,CRC,2,,Trujillo (PER),26 AUG 2018,1140.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14414628,toplist
94.0,49.81,,Javarn GALLIMORE,07 AUG 1993,JAM,4,,Kingston (JAM),22 JUN 2018,1139.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14413498,toplist
95.0,49.82,,Yuki MATSUSHITA,09 SEP 1991,JPN,3,,Osaka (JPN),06 MAY 2018,1139.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14563847,toplist
95.0,49.82,,Ned AZEMIA,21 AUG 1997,SEY,2,,"El Dorado, KS (USA)",19 MAY 2018,1139.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14657313,toplist
95.0,49.82,,Sergio Armando ESQUIVEL,04 MAY 1999,MEX,1,,Queretaro (MEX),26 MAY 2018,1139.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14746133,toplist
98.0,49.83,,Johannes Gerhardus MARITZ,20 DEC 1990,NAM,6,,Pretoria (RSA),08 MAR 2018,1138.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14377815,toplist
99.0,49.85,,Fernando VEGA,19 FEB 1998,MEX,5,,Barranquilla (COL),31 JUL 2018,1137.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14635945,toplist
100.0,49.86,,Jeshua ANDERSON,22 JUN 1989,USA,1f1,,"Tucson, AZ (USA)",17 MAR 2018,1137.0,men_400h,2018,https://worldathletics.org/athletes/athlete=14231363,toplist
1.0,46.92,,Karsten WARHOLM,28 FEB 1996,NOR,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1288.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14479487,toplist
2.0,46.98,,Rai BENJAMIN,27 JUL 1997,USA,2,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1285.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14574865,toplist
3.0,47.27,,Abderrahman SAMBA,05 SEP 1995,QAT,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1270.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14752208,toplist
4.0,48.1,,Kyron MCMASTER,03 JAN 1997,IVB,4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1226.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14532760,toplist
5.0,48.2,,TJ HOLMES,02 JUL 1995,USA,5,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1221.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14536351,toplist
6.0,48.25,,Yasmani COPELLO,15 APR 1987,TUR,6,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1218.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14169627,toplist
7.0,48.28,,Alison DOS SANTOS,03 JUN 2000,BRA,7,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1217.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14755064,toplist
8.0,48.3,,Ludvy VAILLANT,15 MAR 1995,FRA,2,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1216.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14480831,toplist
9.0,48.39,,Abdelmalik LAHOULOU,07 MAY 1992,ALG,2sf2,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1211.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14375720,toplist
10.0,48.48,,Quincy HALL,31 JUL 1998,USA,1,,"Austin, TX (USA)",07 JUN 2019,1207.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14597236,toplist
11.0,48.6,,Marcio TELES,27 JAN 1994,BRA,1,,"CNDA, Bragança Paulista (BRA)",01 SEP 2019,1200.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14543428,toplist
12.0,48.66,,Amere LATTIN,12 JUL 1997,USA,3,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1197.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14563822,toplist
13.0,48.68,,Norman GRIMES,06 JAN 1998,USA,4,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1196.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14618309,toplist
14.0,48.69,,David KENDZIERA,09 SEP 1994,USA,5,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1196.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14532163,toplist
15.0,48.7,,Kemar MOWATT,12 MAR 1995,JAM,1,,Kingston (JAM),21 JUN 2019,1195.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14581545,toplist
16.0,48.73,,Sokwakhana ZAZINI,23 JAN 2000,RSA,2,,Napoli (ITA),11 JUL 2019,1194.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14741332,toplist
17.0,48.8,,Dharun AYYASAMY,31 DEC 1996,IND,1,,Patiala (IND),16 MAR 2019,1190.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14613882,toplist
17.0,48.8,,Takatoshi ABE,12 NOV 1991,JPN,1,,Fukuoka (JPN),29 JUN 2019,1190.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14334345,toplist
17.0,48.8,,Patryk DOBEK,13 FEB 1994,POL,1h2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",09 AUG 2019,1190.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14389330,toplist
20.0,48.81,,Lindsay HANEKOM,15 MAY 1993,RSA,1,,Germiston (RSA),27 APR 2019,1190.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14501688,toplist
21.0,48.85,,Taylor MCLAUGHLIN,03 AUG 1997,USA,4,,"Austin, TX (USA)",07 JUN 2019,1188.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14530564,toplist
22.0,48.92,,Chieh CHEN,08 MAY 1992,TPE,2,,Doha (QAT),22 APR 2019,1184.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14228710,toplist
22.0,48.92,,Ryo KAJIKI,08 DEC 1995,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",22 SEP 2019,1184.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14703201,toplist
24.0,48.93,,Rasmus MÄGI,04 MAY 1992,EST,4sf1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1184.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14373195,toplist
25.0,49.02,,Thomas BARR,24 JUL 1992,IRL,4sf3,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1179.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14440533,toplist
26.0,49.03,,Wilfried HAPPIO,22 SEP 1998,FRA,1,,"Gunder Hägg Stadion, Gävle (SWE)",14 JUL 2019,1179.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14650750,toplist
27.0,49.05,,Masaki TOYODA,17 JAN 1998,JPN,2,,Fukuoka (JPN),29 JUN 2019,1178.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14714391,toplist
27.0,49.05,,Khallifah ROSSER,13 JUL 1995,USA,2sf2,,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1178.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14520653,toplist
29.0,49.08,,Keisuke NOZAWA,07 JUN 1991,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",22 SEP 2019,1176.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14388871,toplist
30.0,49.09,,Cameron SAMUEL,27 SEP 1999,USA,1f2,,"Tucson, AZ (USA)",12 MAY 2019,1176.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14747298,toplist
30.0,49.09,,Byron ROBINSON,10 MAY 1995,USA,6,,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1176.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14491508,toplist
32.0,49.13,,Jabir MADARI PALLIYALIL,08 JUN 1996,IND,3,,Doha (QAT),22 APR 2019,1173.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14675317,toplist
33.0,49.14,,Sergio FERNÁNDEZ,01 APR 1993,ESP,3,,"Estadio Vallehermoso, Madrid (ESP)",25 AUG 2019,1173.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14474482,toplist
33.0,49.14,,Mohamed Amine TOUATI,09 SEP 1998,TUN,5sf1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1173.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14714388,toplist
35.0,49.18,,Chris MCALISTER,03 DEC 1995,GBR,5sf2,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1171.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14634257,toplist
36.0,49.21,,Kariem HUSSEIN,04 JAN 1989,SUI,1,,"Stadion Schützenmatte, Basel (SUI)",24 AUG 2019,1169.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14376156,toplist
37.0,49.23,,Constantin PREIS,16 MAY 1998,GER,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1168.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14627400,toplist
37.0,49.23,,Yuki MATSUSHITA,09 SEP 1991,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",22 SEP 2019,1168.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14563847,toplist
39.0,49.24,,Luke CAMPBELL,22 NOV 1994,GER,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 AUG 2019,1168.0,men_400h,2019,https://worldathletics.org/athletes/athlete=14484875,toplist
